,timestamp,etime,cur_hub,priority
294,213.26901,-0.07655588,12,0
295,213.3433,-0.07338405,12,0
296,214.17339,-0.06981755,12,0
297,215.30962,-0.06667597,12,0
298,215.77579,-0.064273596,12,0
299,216.40833,-0.06258646,12,0
300,217.51181,-0.06146297,12,0
301,217.93083,-0.060738474,12,0
302,219.18033,-0.060278855,12,0
303,220.0926,-0.0599882,12,0
304,220.15338,-0.059803024,12,0
305,221.94614,-0.05968322,12,0
306,224.01886,-0.05960414,12,0
307,224.29057,-0.05955091,12,0
308,224.87906,-0.059514422,12,0
309,224.96426,-0.059489086,12,0
310,225.11,-0.059471354,12,0
311,225.99254,-0.059458915,12,0
312,226.58023,-0.059450187,12,0
313,227.06343,-0.059444096,12,0
314,227.35194,-0.059439868,12,0
315,228.28839,-0.059436947,12,0
316,228.32184,-0.05943495,12,0
317,228.48015,-0.059433583,12,0
318,228.84747,-0.059432678,12,0
319,229.8738,-0.059432063,12,0
320,230.60861,-0.05943166,12,0
321,231.39449,-0.059431404,12,0
322,233.71744,-0.059431218,12,0
323,234.29352,-0.059431106,12,0
324,235.6287,-0.05943102,12,0
325,235.6288,-0.05943097,12,0
326,235.83737,-0.059430942,12,0
327,236.36786,-0.059430905,12,0
328,236.8342,-0.05943089,12,0
329,237.54895,-0.05943087,12,0
330,237.7669,-0.059430853,12,0
331,238.43248,-0.05943083,12,0
332,239.06825,-0.059430797,12,0
333,239.07112,-0.05943077,12,0
334,240.6977,-0.05943074,12,0
335,241.354,-0.05943073,12,0
336,241.3606,-0.07655602,12,0
337,241.39641,-0.073384926,12,0
338,243.28444,-0.06981963,12,0
339,243.28973,-0.06667937,12,0
340,243.31369,-0.06427823,12,0
341,244.37929,-0.0625921,12,0
342,244.48357,-0.06146935,12,0
343,244.90286,-0.060745418,12,0
344,244.90785,-0.060286157,12,0
345,246.21094,-0.059995756,12,0
346,247.2601,-0.059810735,12,0
347,250.13313,-0.05969102,12,0
348,250.22322,-0.059612006,12,0
349,251.39731,-0.059558783,12,0
350,252.26125,-0.059522294,12,0
351,252.37967,-0.05949696,12,0
352,252.81534,-0.05947923,12,0
353,252.87128,-0.059466787,12,0
354,255.15176,-0.059458062,12,0
355,255.91475,-0.05945196,12,0
356,256.07043,-0.059447724,12,0
357,256.36487,-0.059444793,12,0
358,257.48575,-0.059442796,12,0
359,257.50098,-0.059441436,12,0
360,258.28357,-0.05944052,12,0
361,258.59747,-0.05943991,12,0
362,261.9187,-0.059439514,12,0
363,262.62274,-0.05943924,12,0
364,263.76932,-0.059439056,12,0
365,263.84338,-0.059438936,12,0
366,263.89066,-0.059438866,12,0
367,264.16772,-0.059438817,12,0
368,264.7763,-0.059438776,12,0
369,265.4965,-0.05943875,12,0
370,265.58075,-0.059438735,12,0
371,265.96738,-0.059438713,12,0
372,266.39258,-0.059438683,12,0
373,267.0003,-0.059438657,12,0
374,267.02133,-0.059438623,12,0
375,268.57922,-0.05943859,12,0
376,269.32755,-0.059438564,12,0
377,269.97818,-0.059438553,12,0
378,270.96732,-0.076565914,12,0
379,271.8893,-0.07340732,12,0
380,272.141,-0.06985478,12,0
381,273.00455,-0.066725805,12,0
382,274.46243,-0.06433356,12,0
383,275.1806,-0.062653884,12,0
384,276.0005,-0.06153546,12,0
385,276.89096,-0.06081424,12,0
386,281.78198,-0.060356587,12,0
387,281.80923,-0.060067073,12,0
388,282.37106,-0.05988253,12,0
389,283.165,-0.059763048,12,0
390,283.1658,-0.059684135,12,0
391,283.45197,-0.059630945,12,0
392,283.94592,-0.059594475,12,0
393,285.4119,-0.059569158,12,0
394,285.62662,-0.059551433,12,0
395,286.06647,-0.059538983,12,0
396,287.39032,-0.059530273,12,0
397,287.4679,-0.059524186,12,0
398,290.16174,-0.059519947,12,0
399,290.17722,-0.05951703,12,0
400,290.24716,-0.059515037,12,0
401,291.8529,-0.059513688,12,0
402,292.20087,-0.059512787,12,0
403,292.67307,-0.059512183,12,0
404,296.1094,-0.05951179,12,0
405,296.74658,-0.059511513,12,0
406,296.80603,-0.059511326,12,0
407,297.27722,-0.059511192,12,0
408,298.3195,-0.059511095,12,0
409,298.9963,-0.059511036,12,0
410,299.49103,-0.059510984,12,0
411,300.26004,-0.059510946,12,0
412,301.9333,-0.059510916,12,0
413,302.45633,-0.0595109,12,0
414,307.31897,-0.059510883,12,0
415,308.64508,-0.05951085,12,0
416,309.5493,-0.05951082,12,0
417,309.574,-0.059510794,12,0
418,309.63403,-0.05951076,12,0
419,309.6768,-0.059510715,12,0
420,312.10718,-0.076552026,12,0
421,312.21646,-0.07337753,12,0
422,313.7737,-0.06980969,12,0
423,313.95587,-0.06666757,12,0
424,314.50308,-0.064265065,12,0
425,315.93628,-0.06257802,12,0
426,316.1196,-0.06145471,12,0
427,316.31525,-0.060730435,12,0
428,316.3406,-0.06027102,12,0
429,317.07733,-0.059980556,12,0
430,317.75644,-0.059795525,12,0
431,317.80692,-0.05967583,12,0
432,317.85452,-0.05959686,12,0
433,318.042,-0.05954367,12,0
434,318.13458,-0.05950724,12,0
435,318.86072,-0.059481937,12,0
436,319.4452,-0.05946423,12,0
437,322.59015,-0.059451785,12,0
438,323.773,-0.059443057,12,0
439,323.82944,-0.05943694,12,0
440,323.8806,-0.059432678,12,0
441,324.8286,-0.059429742,12,0
442,329.3764,-0.059427727,12,0
443,329.41104,-0.05942635,12,0
444,329.4344,-0.059425432,12,0
445,329.8051,-0.059424818,12,0
446,329.9952,-0.059424426,12,0
447,331.09125,-0.059424162,12,0
448,333.65436,-0.059423998,12,0
449,333.67178,-0.05942388,12,0
450,333.6878,-0.059423793,12,0
451,333.73697,-0.05942373,12,0
452,334.01865,-0.0594237,12,0
453,334.2295,-0.059423678,12,0
454,335.38763,-0.059423648,12,0
455,335.958,-0.059423618,12,0
456,336.35263,-0.0594236,12,0
457,337.09195,-0.059423566,12,0
458,337.35883,-0.059423532,12,0
459,338.9656,-0.05942349,12,0
460,338.99084,-0.059423454,12,0
461,339.22043,-0.05942343,12,0
462,339.36908,-0.07655626,12,0
463,340.83203,-0.07338554,12,0
464,341.49875,-0.069819994,12,0
465,342.2525,-0.06667884,12,0
466,342.565,-0.064276405,12,0
467,344.18665,-0.06258893,12,0
468,345.0095,-0.061464977,12,0
469,345.13605,-0.060740035,12,0
470,345.5009,-0.06028001,12,0
471,346.32568,-0.05998905,12,0
472,346.33136,-0.059803642,12,0
473,347.8658,-0.059683677,12,0
474,347.90552,-0.05960451,12,0
475,349.31708,-0.059551187,12,0
476,349.75778,-0.059514645,12,0
477,349.8822,-0.059489276,12,0
478,350.6406,-0.059471533,12,0
479,350.89767,-0.059459087,12,0
480,351.17972,-0.059450362,12,0
481,351.8276,-0.059444252,12,0
482,351.90512,-0.05944002,12,0
483,352.92792,-0.059437096,12,0
484,353.33942,-0.05943509,12,0
485,353.90662,-0.059433736,12,0
486,354.4533,-0.059432816,12,0
487,355.90204,-0.0594322,12,0
488,356.2253,-0.0594318,12,0
489,357.40912,-0.059431527,12,0
490,358.6295,-0.059431344,12,0
491,359.672,-0.059431225,12,0
492,360.9885,-0.05943114,12,0
493,362.02026,-0.059431084,12,0
494,362.3624,-0.05943104,12,0
495,363.48978,-0.059431005,12,0
496,364.62048,-0.059430987,12,0
497,365.75714,-0.059430957,12,0
498,365.80072,-0.059430927,12,0
499,366.0125,-0.0594309,12,0
500,366.04504,-0.05943086,12,0
501,367.34122,-0.059430838,12,0
502,367.6752,-0.05943081,12,0
503,367.98322,-0.059430785,12,0
504,368.6047,-0.07655589,12,0
505,369.88052,-0.073385015,12,0
506,370.36832,-0.06982016,12,0
507,371.7584,-0.06668037,12,0
508,371.76273,-0.064279616,12,0
509,372.68585,-0.06259376,12,0
510,372.7153,-0.061471194,12,0
511,373.6872,-0.06074734,12,0
512,373.85547,-0.060288124,12,0
513,374.01822,-0.059997745,12,0
514,374.18124,-0.059812732,12,0
515,376.5188,-0.05969303,12,0
516,377.4116,-0.059614014,12,0
517,378.12677,-0.05956079,12,0
518,378.41956,-0.059524305,12,0
519,378.93307,-0.05949898,12,0
520,379.65698,-0.059481245,12,0
521,381.29617,-0.059468787,12,0
522,381.2985,-0.05946005,12,0
523,382.7628,-0.059453934,12,0
524,382.76706,-0.059449684,12,0
525,382.8098,-0.05944676,12,0
526,383.65204,-0.059444748,12,0
527,385.63715,-0.05944339,12,0
528,387.343,-0.05944248,12,0
529,387.39935,-0.059441876,12,0
530,387.7625,-0.05944147,12,0
531,388.0008,-0.059441213,12,0
532,389.72348,-0.059441045,12,0
533,389.79803,-0.059440933,12,0
534,390.9681,-0.059440874,12,0
535,391.9191,-0.05944082,12,0
536,393.8334,-0.059440784,12,0
537,394.267,-0.059440754,12,0
538,395.0124,-0.059440725,12,0
539,395.09097,-0.059440687,12,0
540,396.67316,-0.05944065,12,0
541,396.86823,-0.059440613,12,0
542,396.90182,-0.059440583,12,0
543,396.9593,-0.059440546,12,0
544,398.16968,-0.05944052,12,0
545,398.41037,-0.0594405,12,0
546,400.65457,-0.076557636,12,0
547,402.2058,-0.07339062,12,0
548,402.63632,-0.06983148,12,0
549,402.74585,-0.066697896,12,0
550,404.68973,-0.06430268,12,0
551,405.08536,-0.06262119,12,0
552,409.33582,-0.06150173,12,0
553,409.38657,-0.06077996,12,0
554,409.39597,-0.060322057,12,0
555,409.49997,-0.060032453,12,0
556,410.63535,-0.0598479,12,0
557,411.0581,-0.05972843,12,0
558,411.0976,-0.059649542,12,0
559,411.31393,-0.05959639,12,0
560,411.58914,-0.05955995,12,0
561,415.40836,-0.05953463,12,0
562,417.33963,-0.059516914,12,0
563,417.3728,-0.059504483,12,0
564,418.18124,-0.059495766,12,0
565,418.7348,-0.059489682,12,0
566,419.75327,-0.05948546,12,0
567,419.76572,-0.059482545,12,0
568,420.09415,-0.059480563,12,0
569,420.26474,-0.059479207,12,0
570,421.5137,-0.059478298,12,0
571,424.71243,-0.059477687,12,0
572,426.45142,-0.059477277,12,0
573,426.62384,-0.059476987,12,0
574,427.78314,-0.059476808,12,0
575,429.08975,-0.05947668,12,0
576,429.13422,-0.0594766,12,0
577,429.21085,-0.059476543,12,0
578,429.66983,-0.05947651,12,0
579,430.0259,-0.059476487,12,0
580,431.26526,-0.059476476,12,0
581,431.27548,-0.059476458,12,0
582,431.3576,-0.059476443,12,0
583,432.00613,-0.059476428,12,0
584,434.30182,-0.059476405,12,0
585,434.37228,-0.059476376,12,0
586,434.7703,-0.059476342,12,0
587,435.49048,-0.059476323,12,0
588,435.51074,-0.07655532,12,0
589,436.84137,-0.0733842,12,0
590,437.02405,-0.06981957,12,0
591,437.4271,-0.06668028,12,0
592,437.694,-0.06428006,12,0
593,437.99454,-0.06259464,12,0
594,439.34177,-0.06147239,12,0
595,442.06396,-0.06074872,12,0
596,442.07117,-0.060289588,12,0
597,442.5854,-0.059999224,12,0
598,444.118,-0.0598142,12,0
599,444.12753,-0.05969445,12,0
600,445.62747,-0.05961542,12,0
601,446.21356,-0.059562184,12,0
602,446.71335,-0.05952569,12,0
603,446.79736,-0.059500344,12,0
604,446.9652,-0.0594826,12,0
605,448.04214,-0.059470143,12,0
606,448.1456,-0.059461415,12,0
607,449.108,-0.05945531,12,0
608,449.14154,-0.05945107,12,0
609,452.1764,-0.059448145,12,0
610,452.19275,-0.05944613,12,0
611,452.52393,-0.059444755,12,0
612,453.48517,-0.059443854,12,0
613,456.47607,-0.059443243,12,0
614,457.26978,-0.05944284,12,0
615,457.5517,-0.059442572,12,0
616,457.72073,-0.05944241,12,0
617,458.72397,-0.0594423,12,0
618,460.42844,-0.059442226,12,0
619,460.56827,-0.05944217,12,0
620,460.56992,-0.059442136,12,0
621,462.1435,-0.05944211,12,0
622,462.65012,-0.05944208,12,0
623,462.82422,-0.05944205,12,0
624,462.85037,-0.05944203,12,0
625,463.61923,-0.059442002,12,0
626,464.25134,-0.05944197,12,0
627,464.46872,-0.059441946,12,0
628,465.17703,-0.059441924,12,0
629,465.95844,-0.059441887,12,0
630,468.08838,-0.07656236,12,0
631,468.67453,-0.073397465,12,0
632,468.70898,-0.06983634,12,0
633,468.76532,-0.06669835,12,0
634,470.06046,-0.064298175,12,0
635,470.07056,-0.06261232,12,0
636,470.49158,-0.06148953,12,0
637,470.91263,-0.06076542,12,0
638,471.00555,-0.06030599,12,0
639,473.36588,-0.060015447,12,0
640,473.93695,-0.05983031,12,0
641,474.81613,-0.059710525,12,0
642,475.2499,-0.05963147,12,0
643,475.82428,-0.05957823,12,0
644,476.0262,-0.059541736,12,0
645,477.65396,-0.059516378,12,0
646,478.02777,-0.059498634,12,0
647,478.99124,-0.059486184,12,0
648,479.46335,-0.059477456,12,0
649,482.02234,-0.059471354,12,0
650,483.25192,-0.0594671,12,0
651,483.3153,-0.059464164,12,0
652,483.46365,-0.05946216,12,0
653,483.6486,-0.0594608,12,0
654,484.05377,-0.05945988,12,0
655,485.2925,-0.05945927,12,0
656,485.30548,-0.05945887,12,0
657,485.34598,-0.059458606,12,0
658,485.81714,-0.05945844,12,0
659,486.28836,-0.05945833,12,0
660,489.01825,-0.059458252,12,0
661,489.9388,-0.05945819,12,0
662,490.06827,-0.059458144,12,0
663,490.34375,-0.05945809,12,0
664,490.39124,-0.059458055,12,0
665,491.02814,-0.05945801,12,0
666,494.37244,-0.059457973,12,0
667,495.76614,-0.059457928,12,0
668,496.15604,-0.059457872,12,0
669,496.69675,-0.059457824,12,0
670,499.0771,-0.059457775,12,0
671,500.01672,-0.059457757,12,0
672,502.27087,-0.0765558,12,0
673,503.74133,-0.07338673,12,0
674,503.90717,-0.06982526,12,0
675,504.42163,-0.066689335,12,0
676,505.63428,-0.06429209,12,0
677,505.64978,-0.06260903,12,0
678,505.82913,-0.061488487,12,0
679,506.93668,-0.060766,12,0
680,507.00717,-0.060307667,12,0
681,507.08322,-0.060017828,12,0
682,507.1255,-0.059833128,12,0
683,507.14325,-0.05971358,12,0
684,507.50296,-0.059634678,12,0
685,508.43985,-0.0595815,12,0
686,510.32556,-0.05954503,12,0
687,511.0994,-0.059519693,12,0
688,513.4233,-0.059501957,12,0
689,513.9484,-0.0594895,12,0
690,516.6837,-0.05948076,12,0
691,520.139,-0.059474647,12,0
692,520.58575,-0.059470385,12,0
693,521.5462,-0.05946745,12,0
694,522.38464,-0.059465434,12,0
695,522.9413,-0.059464052,12,0
696,523.3973,-0.059463117,12,0
697,523.60986,-0.059462495,12,0
698,524.5744,-0.05946209,12,0
699,524.72406,-0.059461817,12,0
700,525.0399,-0.05946165,12,0
701,525.073,-0.059461545,12,0
702,525.5862,-0.059461474,12,0
703,528.86774,-0.05946143,12,0
704,529.8115,-0.05946139,12,0
705,529.8641,-0.059461348,12,0
706,530.4424,-0.059461307,12,0
707,530.8062,-0.05946128,12,0
708,530.80676,-0.05946125,12,0
709,533.23254,-0.059461214,12,0
710,535.0019,-0.059461176,12,0
711,535.22284,-0.05946113,12,0
712,536.6956,-0.059461094,12,0
713,538.1314,-0.05946107,12,0
714,538.7411,-0.0765574,12,0
715,539.0063,-0.07338923,12,0
716,541.5917,-0.069827154,12,0
717,541.59375,-0.066689566,12,0
718,541.88416,-0.064290255,12,0
719,542.84674,-0.06260523,12,0
720,543.3562,-0.061483055,12,0
721,543.78796,-0.060759317,12,0
722,543.9615,-0.060300082,12,0
723,545.74695,-0.060009617,12,0
724,545.8124,-0.059824515,12,0
725,545.83295,-0.059704714,12,0
726,547.12775,-0.059625633,12,0
727,547.1427,-0.05957237,12,0
728,547.3293,-0.05953586,12,0
729,548.17084,-0.0595105,12,0
730,549.8459,-0.059492756,12,0
731,550.48834,-0.0594803,12,0
732,550.50586,-0.059471563,12,0
733,551.8013,-0.059465464,12,0
734,552.478,-0.05946122,12,0
735,552.96924,-0.059458297,12,0
736,553.6276,-0.059456274,12,0
737,553.6587,-0.05945491,12,0
738,555.6347,-0.059453987,12,0
739,556.38544,-0.05945337,12,0
740,556.42145,-0.05945296,12,0
741,557.32294,-0.059452686,12,0
742,558.1178,-0.059452508,12,0
743,559.92676,-0.059452396,12,0
744,561.8576,-0.059452318,12,0
745,562.60004,-0.05945225,12,0
746,563.76715,-0.059452206,12,0
747,564.1913,-0.059452176,12,0
748,565.9986,-0.05945213,12,0
749,566.0552,-0.059452087,12,0
750,568.1919,-0.05945204,12,0
751,568.403,-0.05945199,12,0
752,571.5766,-0.059451938,12,0
753,572.9676,-0.05945189,12,0
754,573.4278,-0.059451845,12,0
755,574.2488,-0.05945182,12,0
756,574.36865,-0.07654527,12,0
757,575.24335,-0.07336482,12,0
758,575.5754,-0.06979281,12,0
759,578.2045,-0.06664787,12,0
760,578.8095,-0.06424349,12,0
761,580.2956,-0.06255515,12,0
762,580.4249,-0.06143094,12,0
763,581.5245,-0.060706053,12,0
764,581.6429,-0.060246237,12,0
765,581.6882,-0.0599555,12,0
766,581.731,-0.05977032,12,0
767,581.745,-0.059650537,12,0
768,581.80615,-0.059571512,12,0
769,582.23486,-0.059518315,12,0
770,582.7093,-0.059481878,12,0
771,583.493,-0.059456583,12,0
772,583.6053,-0.05943888,12,0
773,583.71094,-0.059426464,12,0
774,584.63513,-0.059417743,12,0
775,584.65686,-0.059411652,12,0
776,587.65674,-0.059407406,12,0
